7.400927204991010E+03	1.824652303672010E+01	1.605288369833420E+00	0.000000000000000E+00	1.026857017614330E+01	0.000000000000000E+00	0.000000000000000E+00	6.936494733046210E+00	0.000000000000000E+00	-3.722431164521000E+00	-8.103655002254270E+00	3.498879719661700E+00	-6.617123711255630E+00	-7.296137420986020E-01	4.872517751173740E-02	-1.001458446216640E-01	2.521400265525300E+00	1.221077696261610E+00	-2.351520931108070E-01	8.094489413835280E-03
3.547868963666470E+00	1.340205680405600E+03	5.493181261326540E+00	-1.551173328415400E+01	0.000000000000000E+00	-1.039854296185760E+01	-1.018151730349960E+01	0.000000000000000E+00	0.000000000000000E+00	-3.089981590372690E+00	0.000000000000000E+00	-3.907618138993530E+00	7.072087436371070E+00	-2.660602988137450E+00	1.565117481851710E+00	3.337425640488640E+00	-8.950962684031760E-01	-1.102326819964760E+00	0.000000000000000E+00	0.000000000000000E+00
4.886956049287240E+00	1.777921807011560E+01	7.786925344931270E+03	-1.416344068926480E+01	0.000000000000000E+00	9.199220315584210E+00	-3.687969272917250E+00	0.000000000000000E+00	-3.207092172491330E+00	-1.031191757281610E+01	0.000000000000000E+00	0.000000000000000E+00	4.984227221336710E+00	1.954241652784330E+00	1.760081577090090E+00	-3.873435068722880E+00	-3.660200414309120E+00	0.000000000000000E+00	0.000000000000000E+00	3.741653325935100E-01
2.119245811229340E+00	1.285630124731640E+01	2.777700794024250E+00	2.055271595044270E+03	-2.862499337602240E-01	9.880436967296410E+00	7.308270143936990E+00	-9.745515395986680E+00	-7.386319279023180E+00	0.000000000000000E+00	1.736055088331210E+00	5.401867915802010E+00	0.000000000000000E+00	6.049040474999840E-01	0.000000000000000E+00	-4.602236983359320E+00	0.000000000000000E+00	6.214209480310390E-01	0.000000000000000E+00	2.047419064029410E-01
0.000000000000000E+00	-9.415969369406070E+00	-9.744820460833280E-01	-2.312215136910450E+00	7.721203227085360E+03	-3.155697727178290E+00	5.228577236981230E+00	9.772470565589780E+00	0.000000000000000E+00	4.092116076179020E+00	-9.070847782339580E+00	0.000000000000000E+00	5.276524504470650E+00	6.796083236293140E-01	0.000000000000000E+00	-2.052045826400350E+00	-1.909689863689700E+00	0.000000000000000E+00	-4.401619458913110E-01	0.000000000000000E+00
-1.632603354449670E+01	1.120494952966240E+00	0.000000000000000E+00	-5.518479817695620E+00	-1.067127605700070E+01	3.775113534267370E+03	-5.663720864307010E+00	-9.518820141514330E+00	3.353155067534810E+00	-5.892475876245190E-01	-8.316516352738640E+00	0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	5.506279703485150E+00	0.000000000000000E+00	1.545688104319550E+00	-1.450321896103640E+00	0.000000000000000E+00	-3.971989355150530E-02
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	-1.309745485721400E+01	1.242301941076220E+01	2.665992189844560E+03	4.162353080153860E+00	-5.001257067746030E+00	7.529419352767570E+00	0.000000000000000E+00	6.301245187824820E-01	0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	-1.676234055743650E+00	-1.475175911976750E+00	0.000000000000000E+00	9.718998462741150E-01	-1.696753181522480E-01
-1.763819985232530E+01	9.248538913618650E+00	-9.135953292785000E+00	1.436591728780800E+01	0.000000000000000E+00	5.304764468197310E+00	-1.044458349817890E+01	7.304732429771290E+03	6.136445304587140E+00	0.000000000000000E+00	-4.847437251703830E+00	0.000000000000000E+00	3.854943613655650E+00	0.000000000000000E+00	-1.063667644347100E+00	-5.019633322445130E-01	3.568844579017970E+00	2.688926863935510E+00	-1.506112679028800E+00	0.000000000000000E+00
0.000000000000000E+00	0.000000000000000E+00	7.235663832140180E+00	0.000000000000000E+00	1.556824775693240E+01	0.000000000000000E+00	-6.233460510855970E-01	8.382996293250860E+00	2.005280447615890E+02	2.217436236856470E+00	-2.535971112567360E+00	-8.815248669721010E-01	-1.004803533363680E+00	0.000000000000000E+00	-1.565621907591660E+00	3.024005269005660E+00	0.000000000000000E+00	0.000000000000000E+00	-1.544960137946480E+00	-9.138061175058650E-01
0.000000000000000E+00	1.131203934135250E+01	0.000000000000000E+00	5.336142271842020E+00	8.899777333943530E+00	-3.526498847574350E+00	0.000000000000000E+00	-7.768326195194450E+00	6.865522680198280E+00	2.356888740265990E+03	6.794086154406330E+00	1.028917013699750E-01	-7.037864412529220E+00	0.000000000000000E+00	0.000000000000000E+00	1.732833536345140E+00	0.000000000000000E+00	-7.155693765178700E-01	-1.075574636546350E+00	0.000000000000000E+00
0.000000000000000E+00	0.000000000000000E+00	-1.208127680520980E+00	-1.804101979479420E+00	3.597857471936220E+00	1.490089137512820E+01	-2.604914393353780E+00	0.000000000000000E+00	7.513726483826120E+00	-3.008105514410540E+00	3.425484475529220E+03	2.650387078156440E+00	-5.781254156327880E+00	0.000000000000000E+00	5.956167038433740E+00	0.000000000000000E+00	3.906933895553140E+00	1.794212438751920E+00	0.000000000000000E+00	5.342800502854090E-01
0.000000000000000E+00	-1.304196284339680E+01	0.000000000000000E+00	-7.133966823613140E+00	0.000000000000000E+00	1.158493625042030E+01	0.000000000000000E+00	-8.221570256405130E-01	6.423943457494630E+00	-1.025333389779140E+01	4.376521149940340E+00	7.869274048052550E+03	-5.267695511802440E+00	0.000000000000000E+00	4.739268932253940E+00	-6.893817032454320E-01	0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	5.252610820082540E-01
-7.961638632744630E+00	-1.433146238970420E+00	-1.879384220128520E+00	-1.500071827077720E+01	-7.120203110506200E+00	1.295083971660850E+01	0.000000000000000E+00	9.463760138540140E+00	-1.480035321165620E+00	-6.687540175337490E+00	2.959204195638040E-01	-7.204978289706450E+00	1.837242903339920E+03	-5.554207169000420E+00	0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	-1.118146804251680E-01	-1.392478386285560E-01
-9.032738083640220E+00	2.143352875082170E+00	0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	3.361210369991860E+00	-7.549618406265500E+00	-5.250051602188310E+00	-6.674325742879800E+00	0.000000000000000E+00	0.000000000000000E+00	-7.415731497911990E+00	-1.875209190102820E+00	4.843677868579010E+03	-3.874416883251230E+00	-3.536235653826340E+00	-4.178334034267390E-01	-4.338532992710060E-01	-1.983615302438270E+00	9.556205990539370E-02
